Team,Player,College,Draft_Year,Pro_height_inches,Pro_weight_lb,Date of Birth
MEM,wang-zhelin,,2016,84.0,220.0,1/20/1994
BOS,abdel-nader,Iowa State,2016,77.0,225.0,9/25/1993
SAC,isaiah-cousins,Oklahoma,2016,77.0,191.0,3/13/1994
UTA,tyrone-wallace,California,2016,77.0,198.0,6/10/1994
PHI,markelle-fultz,Washington,2017,75.0,209.0,5/29/1998
LAL,lonzo-ball,UCLA,2017,78.0,190.0,10/27/1997
BOS,jayson-tatum,Duke,2017,80.0,210.0,3/3/1998
PHO,josh-jackson,Kansas,2017,80.0,207.0,2/10/1997
SAC,de'aaron-fox,Kentucky,2017,75.0,185.0,12/20/1997
ORL,jonathan-isaac,Florida State,2017,83.0,230.0,10/3/1997
MIN,lauri-markkanen,Arizona,2017,84.0,240.0,5/22/1997
NYK,frank-ntilikina,,2017,76.0,200.0,7/28/1998
DAL,dennis-smith-jr.,NC State,2017,74.0,205.0,11/25/1997
SAC,zach-collins,Gonzaga,2017,83.0,250.0,11/19/1997
CHO,malik-monk,Kentucky,2017,75.0,200.0,2/4/1998
DET,luke-kennard,Duke,2017,77.0,206.0,6/24/1996
DEN,donovan-mitchell,Louisville,2017,72.0,215.0,9/7/1996
MIA,bam-adebayo,Kentucky,2017,81.0,255.0,7/18/1997
POR,justin-jackson,UNC,2017,80.0,220.0,3/28/1995
CHI,justin-patton,Creighton,2017,83.0,241.0,6/14/1997
MIL,d.j.-wilson,Michigan,2017,82.0,231.0,2/19/1996
IND,t.j.-leaf,UCLA,2017,82.0,222.0,4/30/1997
ATL,john-collins,Wake Forest,2017,81.0,235.0,9/23/1997
POR,harry-giles,Duke,2017,83.0,240.0,4/22/1998
OKC,terrance-ferguson,,2017,78.0,190.0,5/17/1998
BRK,jarrett-allen,Texas,2017,83.0,243.0,4/21/1998
TOR,og-anunoby,Indiana,2017,79.0,232.0,7/17/1997
UTA,tyler-lydon,Syracuse,2017,82.0,225.0,4/9/1996
ORL,anzejs-pasecniks,,2017,85.0,229.0,12/20/1995
POR,caleb-swanigan,Purdue,2017,81.0,260.0,4/18/1997
BRK,kyle-kuzma,Utah,2017,82.0,221.0,7/24/1995
LAL,tony-bradley,UNC,2017,82.0,248.0,1/8/1998
SAS,derrick-white,Colorado,2017,76.0,190.0,7/2/1994
UTA,josh-hart,Villanova,2017,77.0,215.0,3/6/1995
CHO,frank-jackson,Duke,2017,75.0,205.0,5/4/1998
PHO,davon-reed,Miami (FL),2017,77.0,208.0,6/11/1995
ORL,wesley-iwundu,Kansas State,2017,78.0,195.0,12/20/1994
SAC,frank-mason-iii,Kansas,2017,71.0,190.0,4/3/1994
ORL,ivan-rabb,California,2017,82.0,220.0,2/4/1997
PHI,jonah-bolden,,2017,80.0,220.0,1/2/1996
BOS,semi-ojeleye,SMU,2017,78.0,240.0,12/5/1994
CHI,jordan-bell,Oregon,2017,80.0,216.0,1/7/1995
PHI,jawun-evans,Oklahoma State,2017,72.0,185.0,7/26/1996
NOP,dwayne-bacon,Florida State,2017,78.0,221.0,8/30/1995
ATL,tyler-dorsey,Oregon,2017,77.0,183.0,2/18/1996
UTA,thomas-bryant,Indiana,2017,82.0,248.0,7/31/1997
HOU,isaiah-hartenstein,,2017,84.0,250.0,5/5/1998
NYK,damyean-dotson,Oregon,2017,77.0,210.0,5/6/1994
HOU,dillon-brooks,Oregon,2017,79.0,225.0,1/22/1996
PHI,sterling-brown,SMU,2017,77.0,219.0,2/10/1995
IND,ike-anigbogu,UCLA,2017,82.0,250.0,10/17/1998
MIL,sindarius-thornwell,South Carolina,2017,76.0,215.0,11/15/1994
DEN,vlatko-cancar,,2017,80.0,236.0,4/10/1997
PHI,mathias-lessort,,2017,81.0,240.0,9/29/1995
DEN,monte-morris,Iowa State,2017,74.0,183.0,6/27/1995
NOP,edmond-sumner,Xavier,2017,76.0,196.0,12/31/1995
BOS,kadeem-allen,Arizona,2017,73.0,200.0,1/15/1993
PHO,alec-peters,Valparaiso,2017,81.0,232.0,4/13/1995
UTA,nigel-williams-goss,Gonzaga,2017,74.0,190.0,9/16/1994
BOS,jabari-bird,California,2017,78.0,198.0,7/3/1994
BRK,sasha-vezenkov,,2017,81.0,225.0,8/6/1995
NYK,ognjen-jaramaz,,2017,76.0,194.0,9/1/1995
SAS,jaron-blossomgame,Clemson,2017,80.0,220.0,9/16/1993
ATL,alpha-kaba,,2017,82.0,242.0,1/29/1996
PHO,deandre-ayton,Arizona,2018,83.0,250.0,7/23/1998
SAC,marvin-bagley-iii,Duke,2018,83.0,235.0,3/14/1999
ATL,luka-doncic,,2018,79.0,230.0,2/28/1999
MEM,jaren-jackson-jr.,Michigan State,2018,83.0,242.0,9/15/1999
DAL,trae-young,Oklahoma,2018,73.0,180.0,9/19/1998
ORL,mo-bamba,Texas,2018,84.0,231.0,5/12/1998
CHI,wendell-carter-jr.,Duke,2018,82.0,270.0,4/16/1999
CLE,collin-sexton,Alabama,2018,73.0,190.0,1/4/1999
NYK,kevin-knox,Kentucky,2018,79.0,215.0,8/11/1999
PHI,mikal-bridges,Villanova,2018,78.0,209.0,8/30/1996
CHO,shai-gilgeous-alexander,Kentucky,2018,78.0,180.0,7/12/1998
LAC,miles-bridges,Michigan State,2018,78.0,225.0,3/21/1998
LAC,jerome-robinson,Boston College,2018,76.0,190.0,2/22/1997
DEN,michael-porter-jr.,Missouri,2018,82.0,218.0,6/29/1998
WAS,troy-brown-jr.,Oregon,2018,78.0,215.0,7/28/1999
PHO,zhaire-smith,Texas Tech,2018,75.0,205.0,6/4/1999
MIL,donte-divincenzo,Villanova,2018,76.0,203.0,1/31/1997
SAS,lonnie-walker,Miami (FL),2018,76.0,204.0,12/14/1998
ATL,kevin-huerter,Maryland,2018,79.0,190.0,8/27/1998
MIN,josh-okogie,Georgia Tech,2018,76.0,213.0,9/1/1998
UTA,grayson-allen,Duke,2018,76.0,198.0,10/8/1995
CHI,chandler-hutchison,Boise State,2018,78.0,210.0,4/26/1996
IND,aaron-holiday,UCLA,2018,72.0,185.0,9/30/1996
POR,anfernee-simons,,2018,75.0,181.0,6/8/1999
LAL,moritz-wagner,Michigan,2018,83.0,245.0,4/26/1997
PHI,landry-shamet,Wichita State,2018,76.0,190.0,3/13/1997
BOS,robert-williams,Texas A&M,2018,80.0,237.0,10/17/1997
GSW,jacob-evans,Cincinnati,2018,76.0,210.0,6/18/1997
BRK,dzanan-musa,,2018,81.0,217.0,5/8/1999
ATL,omari-spellman,Villanova,2018,80.0,245.0,7/21/1997
PHO,elie-okobo,,2018,75.0,190.0,10/23/1997
MEM,jevon-carter,West Virginia,2018,73.0,200.0,9/14/1995
DAL,jalen-brunson,Villanova,2018,73.0,190.0,8/31/1996
ATL,devonte'-graham,Kansas,2018,73.0,195.0,2/22/1995
ORL,melvin-frazier,Tulane,2018,77.0,215.0,8/30/1996
NYK,mitchell-robinson,,2018,84.0,240.0,4/1/1998
SAC,gary-trent-jr.,Duke,2018,77.0,209.0,1/18/1999
PHI,khyri-thomas,Creighton,2018,75.0,210.0,5/8/1996
PHI,isaac-bonga,,2018,80.0,180.0,11/8/1999
BRK,rodions-kurucs,,2018,81.0,228.0,2/5/1998
ORL,jarred-vanderbilt,Kentucky,2018,81.0,214.0,4/3/1999
DET,bruce-brown,Miami (FL),2018,76.0,202.0,8/15/1996
DEN,justin-jackson,Maryland,2018,79.0,225.0,2/18/1997
WAS,issuf-sanon,,2018,76.0,172.0,10/30/1999
BRK,hamidou-diallo,Kentucky,2018,77.0,202.0,7/31/1998
HOU,de'anthony-melton,USC,2018,74.0,200.0,5/28/1998
LAL,sviatoslav-mykhailiuk,Kansas,2018,79.0,205.0,6/10/1997
MIN,keita-bates-diop,Ohio State,2018,80.0,229.0,1/23/1996
SAS,chimezie-metu,USC,2018,81.0,225.0,3/22/1997
IND,alize-johnson,Missouri State,2018,79.0,212.0,4/22/1996
NOP,tony-carr,Penn State,2018,77.0,204.0,10/11/1997
UTA,vince-edwards,Purdue,2018,80.0,225.0,4/5/1996
OKC,devon-hall,Virginia,2018,74.0,215.0,7/7/1995
DAL,shake-milton,SMU,2018,77.0,205.0,9/26/1996
CHO,arnoldas-kulboka,,2018,81.0,198.0,1/4/1998
PHI,ray-spalding,Louisville,2018,82.0,215.0,3/11/1997
OKC,kevin-hervey,UT Arlington,2018,81.0,230.0,7/9/1996
DEN,thomas-welsh,UCLA,2018,84.0,255.0,2/3/1996
PHO,george-king,Colorado,2018,78.0,225.0,1/15/1994
PHI,kostas-antetokounmpo,Dayton,2018,82.0,200.0,11/20/1997
NOP,zion-williamson,Duke,2019,79.0,284.0,7/6/2000
MEM,ja-morant,Murray State,2019,75.0,174.0,8/10/1999
NYK,rj-barrett,Duke,2019,78.0,214.0,6/14/2000
LAL,de'andre-hunter,Virginia,2019,80.0,225.0,12/2/1997
CLE,darius-garland,Vanderbilt,2019,73.0,192.0,1/26/2000
PHO,jarrett-culver,Texas Tech,2019,78.0,195.0,2/20/1999
CHI,coby-white,UNC,2019,77.0,195.0,2/16/2000
ATL,jaxson-hayes,Texas,2019,83.0,220.0,5/23/2000
WAS,rui-hachimura,Gonzaga,2019,80.0,230.0,2/8/1998
ATL,cam-reddish,Duke,2019,80.0,218.0,9/1/1999
MIN,cameron-johnson,UNC,2019,80.0,210.0,3/3/1996
CHO,p.j.-washington,Kentucky,2019,79.0,230.0,8/23/1998
MIA,tyler-herro,Kentucky,2019,77.0,195.0,1/20/2000
BOS,romeo-langford,Indiana,2019,76.0,216.0,10/25/1999
DET,sekou-doumbouya,,2019,80.0,230.0,12/23/2000
ORL,chuma-okeke,Auburn,2019,78.0,229.0,8/18/1998
BRK,nickeil-alexander-walker,Virginia Tech,2019,78.0,205.0,9/2/1998
IND,goga-bitadze,,2019,83.0,250.0,7/20/1999
SAS,luka-samanic,,2019,82.0,227.0,1/9/2000
BOS,matisse-thybulle,Washington,2019,77.0,200.0,3/4/1997
OKC,brandon-clarke,Gonzaga,2019,80.0,215.0,9/19/1996
BOS,grant-williams,Tennessee,2019,78.0,236.0,11/30/1998
UTA,darius-bazley,,2019,80.0,208.0,6/12/2000
PHI,ty-jerome,Virginia,2019,77.0,195.0,7/8/1997
POR,nassir-little,UNC,2019,77.0,220.0,2/11/2000
CLE,dylan-windler,Belmont,2019,78.0,196.0,9/22/1996
BRK,mfiondu-kabengele,Florida State,2019,81.0,250.0,8/14/1997
GSW,jordan-poole,Michigan,2019,76.0,194.0,6/19/1999
SAS,keldon-johnson,Kentucky,2019,77.0,220.0,10/11/1999
MIL,kevin-porter-jr.,USC,2019,76.0,203.0,5/4/2000
BRK,nicolas-claxton,Georgia,2019,83.0,215.0,4/17/1999
PHO,kz-okpala,Stanford,2019,80.0,215.0,4/28/1999
PHI,carsen-edwards,Purdue,2019,71.0,200.0,3/12/1998
PHI,bruno-fernando,Maryland,2019,81.0,240.0,8/15/1998
ATL,didi-louzada,,2019,77.0,188.0,2/7/1999
CHO,cody-martin,Nevada,2019,77.0,205.0,9/28/1995
DAL,deividas-sirvydis,,2019,80.0,190.0,6/10/2000
CHI,daniel-gafford,Arkansas,2019,82.0,234.0,10/1/1998
NOP,alen-smailagic,,2019,82.0,215.0,8/18/2000
SAC,justin-james,Wyoming,2019,79.0,190.0,1/24/1997
GSW,eric-paschall,Villanova,2019,78.0,255.0,11/4/1996
PHI,admiral-schofield,Tennessee,2019,77.0,241.0,3/30/1997
MIN,jaylen-nowell,Washington,2019,76.0,201.0,7/9/1999
MIA,bol-bol,Oregon,2019,86.0,220.0,11/16/1999
DET,isaiah-roby,Nebraska,2019,80.0,230.0,2/3/1998
ORL,talen-horton-tucker,Iowa State,2019,76.0,234.0,11/25/2000
SAC,ignas-brazdeikis,Michigan,2019,78.0,221.0,1/8/1999
LAC,terance-mann,Florida State,2019,77.0,215.0,10/18/1996
SAS,quinndary-weatherspoon,Mississippi State,2019,75.0,205.0,9/10/1996
IND,jarrell-brantley,College of Charleston,2019,77.0,250.0,6/7/1996
BOS,tremont-waters,LSU,2019,70.0,175.0,1/10/1998
CHO,jalen-mcdaniels,San Diego State,2019,81.0,205.0,1/31/1998
UTA,justin-wright-foreman,Hofstra,2019,72.0,190.0,10/27/1997
PHI,marial-shayok,Iowa State,2019,77.0,198.0,7/26/1995
NYK,kyle-guy,Virginia,2019,73.0,167.0,8/11/1997
LAC,jaylen-hands,UCLA,2019,75.0,180.0,2/12/1999
NOP,jordan-bone,Tennessee,2019,74.0,180.0,11/5/1997
GSW,miye-oni,Yale,2019,77.0,206.0,8/4/1997
TOR,dewan-hernandez,Miami (FL),2019,82.0,235.0,12/9/1996
SAC,vanja-marinkovic,,2019,78.0,200.0,1/9/1997
MIN,anthony-edwards,Georgia,2020,76.0,225.0,8/5/2001
GSW,james-wiseman,Memphis,2020,84.0,240.0,3/31/2001
CHO,lamelo-ball,,2020,78.0,180.0,8/22/2001
CHI,patrick-williams,Florida State,2020,79.0,215.0,8/26/2001
CLE,isaac-okoro,Auburn,2020,77.0,225.0,1/26/2001
ATL,onyeka-okongwu,USC,2020,80.0,235.0,12/11/2000
DET,killian-hayes,,2020,77.0,195.0,7/27/2001
NYK,obi-toppin,Dayton,2020,81.0,220.0,3/4/1998
WAS,deni-avdija,,2020,81.0,210.0,1/3/2001
PHO,jalen-smith,Maryland,2020,82.0,215.0,3/16/2000
SAS,devin-vassell,Florida State,2020,77.0,200.0,8/23/2000
SAC,tyrese-haliburton,Iowa State,2020,77.0,185.0,2/29/2000
NOP,kira-lewis-jr.,Alabama,2020,73.0,170.0,4/6/2001
BOS,aaron-nesmith,Vanderbilt,2020,77.0,215.0,10/16/1999
ORL,cole-anthony,UNC,2020,74.0,185.0,5/15/2000
POR,isaiah-stewart,Washington,2020,80.0,250.0,5/22/2001
MIN,aleksej-pokusevski,,2020,84.0,190.0,12/26/2001
DAL,josh-green,Arizona,2020,77.0,200.0,11/16/2000
BRK,saddiq-bey,Villanova,2020,79.0,215.0,4/9/1999
MIA,precious-achiuwa,Memphis,2020,80.0,225.0,9/19/1999
PHI,tyrese-maxey,Kentucky,2020,74.0,200.0,11/4/2000
DEN,zeke-nnaji,Arizona,2020,81.0,240.0,1/9/2001
NYK,leandro-bolmaro,,2020,78.0,200.0,9/11/2000
MIL,r.j.-hampton,,2020,76.0,175.0,2/7/2001
OKC,immanuel-quickley,Kentucky,2020,75.0,190.0,6/17/1999
BOS,payton-pritchard,Oregon,2020,73.0,195.0,1/28/1998
UTA,udoka-azubuike,Kansas,2020,80.0,280.0,9/17/1999
LAL,jaden-mcdaniels,Washington,2020,81.0,185.0,9/29/2000
TOR,malachi-flynn,San Diego State,2020,73.0,175.0,5/10/1998
BOS,desmond-bane,TCU,2020,77.0,215.0,6/25/1998
DAL,tyrell-terry,Stanford,2020,74.0,160.0,9/28/2000
CHO,vernon-carey-jr.,Duke,2020,81.0,270.0,2/25/2001
MIN,daniel-oturu,Minnesota,2020,80.0,240.0,9/20/1999
PHI,theo-maledon,,2020,76.0,175.0,6/12/2001
SAC,xavier-tillman-sr.,Michigan State,2020,80.0,245.0,1/12/1999
PHI,tyler-bey,Colorado,2020,79.0,215.0,2/10/1998
WAS,vit-krejci,,2020,80.0,195.0,6/19/2000
UTA,saben-lee,Vanderbilt,2020,74.0,183.0,6/23/1999
NOP,elijah-hughes,Syracuse,2020,78.0,215.0,3/10/1998
MEM,robert-woodard,Mississippi State,2020,78.0,235.0,9/22/1999
SAS,tre-jones,Duke,2020,73.0,185.0,1/8/2000
NOP,nick-richards,Kentucky,2020,84.0,245.0,11/29/1997
SAC,jahmi'us-ramsey,Texas Tech,2020,75.0,190.0,6/9/2001
CHI,marko-simonovic,,2020,83.0,216.0,10/15/1999
MIL,jordan-nwora,Louisville,2020,80.0,225.0,9/9/1998
POR,cj-elleby,Washington State,2020,78.0,200.0,6/16/2000
BOS,yam-madar,,2020,75.0,190.0,12/21/2000
GSW,nico-mannion,Arizona,2020,74.0,190.0,3/14/2001
PHI,isaiah-joe,Arkansas,2020,76.0,165.0,7/2/1999
ATL,skylar-mays,LSU,2020,76.0,205.0,9/5/1997
GSW,justinian-jessup,Boise State,2020,79.0,202.0,5/23/1998
SAC,kenyon-martin-jr.,,2020,78.0,215.0,1/6/2001
OKC,cassius-winston,Michigan State,2020,73.0,185.0,2/28/1998
IND,cassius-stanley,Duke,2020,77.0,190.0,8/18/1999
BRK,jay-scrubb,John A. Logan College,2020,77.0,220.0,9/1/2000
CHO,grant-riller,College of Charleston,2020,74.0,190.0,2/8/1997
LAC,reggie-perry,Mississippi State,2020,80.0,250.0,3/21/2000
PHI,paul-reed,DePaul,2020,81.0,210.0,6/14/1999
TOR,jalen-harris,Nevada,2020,77.0,195.0,8/14/1998
NOP,sam-merrill,Utah State University,2020,76.0,205.0,5/15/1996
